RL	// User ID
30-8-2022	// Evaluation date
VisualFB_ER_09_Retention5min	30-8-2022	17:34:21:773	// Source file name and timestamp
100.000	// Sampling rate
37.565	// Data capture period

0.020000	// MOE
0.595000	// BslLeft
0.590000	// BslRight


Sample #	RHLBX	RHLBY	RHLBZ	RMALX	RMALY	RMALZ	RMELX	RMELY	RMELZ	LHLBX	LHLBY	LHLBZ	LMALX	LMALY	LMALZ	LMELX	LMELY	LMELZ	LMEMX	LMEMY	LMEMZ	Target	SLtrgt	StrideCount	Success	TrgtHi	TrgtLo	LSLcompare	RSLcompare	RFx	RFy	RFz	LFx	LFy	LFz	
46	0.131927	-0.922161	0.084606	0.195740	-0.868430	0.106375	0.245880	-0.767757	0.048700	-0.074799	-0.919579	0.083470	-0.138140	-0.867862	0.106768	-0.190972	-0.769577	0.049456	-0.086325	-0.719768	0.045305	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090711	0.005250	0.368979	0.091843	-0.016256	0.405465	
47	0.131920	-0.922179	0.084532	0.195785	-0.868406	0.106366	0.245925	-0.767838	0.048585	-0.074806	-0.919651	0.083415	-0.138104	-0.867855	0.106703	-0.190896	-0.769608	0.049359	-0.086301	-0.719682	0.045285	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.089490	0.003419	0.369590	0.090317	-0.015341	0.404550	
48	0.131934	-0.922198	0.084462	0.195719	-0.868450	0.106274	0.245936	-0.767831	0.048458	-0.074825	-0.919658	0.083356	-0.138036	-0.867819	0.106557	-0.190823	-0.769544	0.049242	-0.086206	-0.719669	0.045253	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.002503	0.369895	0.090928	-0.016561	0.404855	
49	0.131948	-0.922236	0.084501	0.195755	-0.868376	0.106251	0.245944	-0.767768	0.048360	-0.074792	-0.919712	0.083347	-0.137931	-0.867667	0.106418	-0.190685	-0.769465	0.049123	-0.086161	-0.719646	0.045171	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.005555	0.369284	0.091233	-0.017477	0.404550	
50	0.131948	-0.922186	0.084546	0.195838	-0.868309	0.106243	0.245916	-0.767690	0.048353	-0.074768	-0.919643	0.083432	-0.137956	-0.867618	0.106455	-0.190658	-0.769332	0.049078	-0.086180	-0.719666	0.045105	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.006470	0.370810	0.090623	-0.017782	0.404855	
51	0.131952	-0.922172	0.084628	0.195844	-0.868267	0.106260	0.245923	-0.767609	0.048475	-0.074765	-0.919628	0.083485	-0.138039	-0.867650	0.106498	-0.190732	-0.769288	0.049194	-0.086286	-0.719770	0.045170	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090711	0.004334	0.370505	0.090928	-0.017782	0.403634	
52	0.131947	-0.922135	0.084671	0.195700	-0.868336	0.106300	0.245962	-0.767594	0.048638	-0.074751	-0.919580	0.083489	-0.138072	-0.867632	0.106607	-0.190871	-0.769382	0.049361	-0.086392	-0.719746	0.045133	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.089796	0.003419	0.369895	0.091233	-0.016866	0.404550	
53	0.131939	-0.922160	0.084635	0.195715	-0.868401	0.106370	0.245983	-0.767720	0.048726	-0.074792	-0.919592	0.083468	-0.138136	-0.867755	0.106680	-0.190925	-0.769537	0.049460	-0.086377	-0.719765	0.045258	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.089185	0.005860	0.370810	0.091233	-0.016256	0.405160	
54	0.131955	-0.922181	0.084522	0.195686	-0.868365	0.106342	0.245934	-0.767839	0.048687	-0.074777	-0.919648	0.083386	-0.138135	-0.867891	0.106741	-0.190967	-0.769684	0.049471	-0.086372	-0.719794	0.045332	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091016	0.006470	0.370505	0.090928	-0.016256	0.403939	
55	0.131938	-0.922189	0.084465	0.195646	-0.868424	0.106315	0.245979	-0.767913	0.048608	-0.074780	-0.919659	0.083385	-0.138133	-0.867975	0.106710	-0.190883	-0.769728	0.049392	-0.086272	-0.719774	0.045366	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091321	0.004029	0.370505	0.091233	-0.017477	0.404550	
